id,parent_id,name
69,4,カーテン/ブラインド
70,4,ライト/照明
71,4,寝具
72,4,インテリア小物
73,4,季節/年中行事
74,4,その他
75,5,本
76,5,漫画
77,5,雑誌
78,5,CD
79,5,DVD/ブルーレイ
80,5,レコード
81,5,テレビゲーム
82,6,おもちゃ
83,6,タレントグッズ
84,6,コミック/アニメグッズ
85,6,トレーディングカード
86,6,フィギュア
87,6,楽器/機材
88,6,コレクション
89,6,ミリタリー
90,6,美術品
91,6,アート用品
92,6,その他
93,7,ベースメイク
94,7,メイクアップ
95,7,ネイルケア
96,7,香水
97,7,スキンケア/基礎化粧品
98,7,ヘアケア
99,7,ボディケア
100,7,オーラルケア
101,7,リラクゼーション
102,7,ダイエット
103,7,その他
104,8,スマートフォン/携帯電話
105,8,スマホアクセサリー
106,8,PC/タブレット
107,8,カメラ
108,8,テレビ/映像機器
109,8,オーディオ機器
110,8,美容/健康
111,8,冷暖房/空調
112,8,生活家電
113,8,その他
114,9,ゴルフ
115,9,フィッシング
116,9,自転車
117,9,トレーニング/エクササイズ
118,9,野球
119,9,サッカー/フットサル
120,9,テニス
121,9,スノーボード
122,9,スキー
123,9,その他スポーツ
124,9,アウトドア
125,9,その他
126,10,アクセサリー(女性用)
127,10,ファッション/小物
128,10,アクセサリー/時計
129,10,日用品/インテリア
130,10,趣味/おもちゃ
131,10,キッズ/ベビー
132,10,素材/材料
133,10,二次創作物
134,10,その他
135,11,音楽
136,11,スポーツ
137,11,演劇/芸能
138,11,イベント
139,11,映画
140,11,施設利用券
141,11,優待券/割引券
142,11,その他
143,12,自動車本体
144,12,自動車タイヤ/ホイール
145,12,自動車パーツ
146,12,自動車アクセサリー
147,12,オートバイ車体
